Sim	T1	W	k	Antigen_2016	MF_2016
7	0.002090229648165405	0.6331607224419713	0.052686173398979005	4.722057331061027	1.0397717480803477
7	0.002090229648165405	0.6331607224419713	0.052686173398979005	4.66267556988257	1.1263335635889171
7	0.002090229648165405	0.6331607224419713	0.052686173398979005	4.479666558323615	0.9789113435175802
8	0.009466323854867368	0.11693405136466027	0.13621786620933563	11.347327733022063	4.860406819877916
8	0.009466323854867368	0.11693405136466027	0.13621786620933563	11.784473211899034	4.853553289800282
8	0.009466323854867368	0.11693405136466027	0.13621786620933563	11.519678253375467	4.559992339366083
8	0.009466323854867368	0.11693405136466027	0.13621786620933563	12.161851041786578	5.180154253482215
8	0.009466323854867368	0.11693405136466027	0.13621786620933563	11.17797473708496	4.498875281179705
9	0.00855024196440354	0.7871058128774167	0.11773030220065266	13.119600691111538	5.503935496256479
9	0.00855024196440354	0.7871058128774167	0.11773030220065266	12.195821854912763	4.98546066727885
9	0.00855024196440354	0.7871058128774167	0.11773030220065266	12.677192578079982	5.153470861664938
9	0.00855024196440354	0.7871058128774167	0.11773030220065266	12.365622305260132	4.865382772827441
9	0.00855024196440354	0.7871058128774167	0.11773030220065266	12.72584144538525	5.05347234222299
10	0.008930205393116921	0.21764187682420016	0.09492977655027061	12.921628889742603	6.069919323857087
10	0.008930205393116921	0.21764187682420016	0.09492977655027061	13.05388992126286	6.1342171305963715
10	0.008930205393116921	0.21764187682420016	0.09492977655027061	12.789248672379747	6.050497498130787
10	0.008930205393116921	0.21764187682420016	0.09492977655027061	12.715364078136105	5.827555077502257
10	0.008930205393116921	0.21764187682420016	0.09492977655027061	12.841566575645896	6.0321946189539615
11	0.0068893086281605065	0.016830636002123357	0.26436369472648946	6.558414171235766	1.259537594417392
11	0.0068893086281605065	0.016830636002123357	0.26436369472648946	6.746046939009916	1.3074773153642942
11	0.0068893086281605065	0.016830636002123357	0.26436369472648946	7.086402184573373	1.4268956366223726
11	0.0068893086281605065	0.016830636002123357	0.26436369472648946	6.698345451422682	1.270968111295586
11	0.0068893086281605065	0.016830636002123357	0.26436369472648946	6.517915184887767	1.433979580130779
12	0.009573699459433555	0.7019192995503545	0.1574032327160239	14.21540464973764	5.320004596116282
12	0.009573699459433555	0.7019192995503545	0.1574032327160239	12.489240009947013	4.506762055971078
12	0.009573699459433555	0.7019192995503545	0.1574032327160239	13.374588091041458	4.644034025595832
12	0.009573699459433555	0.7019192995503545	0.1574032327160239	12.402937688865089	4.312817962743373
12	0.009573699459433555	0.7019192995503545	0.1574032327160239	13.895281933256618	4.973149213655543
13	0.0024501772155053913	0.3621327681466937	0.11788007786963134	4.012884176620587	0.4774047587092816
13	0.0024501772155053913	0.3621327681466937	0.11788007786963134	4.013941552721284	0.29108736451032213
13	0.0024501772155053913	0.3621327681466937	0.11788007786963134	4.130530087871452	0.5089301031202943
13	0.0024501772155053913	0.3621327681466937	0.11788007786963134	3.9782308753640963	0.4235014563850989
13	0.0024501772155053913	0.3621327681466937	0.11788007786963134	4.1171264765862485	0.45596213782754236
14	0.007179272959474474	0.6716627907007933	0.0438953940058127	10.581422106312802	5.829562015801181
14	0.007179272959474474	0.6716627907007933	0.0438953940058127	10.725382638382754	6.087690360197937
14	0.007179272959474474	0.6716627907007933	0.0438953940058127	10.324240271831986	5.690042425754928
14	0.007179272959474474	0.6716627907007933	0.0438953940058127	10.842238794495271	5.996770969477973
14	0.007179272959474474	0.6716627907007933	0.0438953940058127	10.25254356996965	5.655983354649054
15	0.009820601344108582	0.6199964268133045	0.07412878226023167	14.951355906235635	8.028190592921709
15	0.009820601344108582	0.6199964268133045	0.07412878226023167	14.401282149126155	7.4410440357170105
15	0.009820601344108582	0.6199964268133045	0.07412878226023167	15.069069758542838	8.066429418742587
15	0.009820601344108582	0.6199964268133045	0.07412878226023167	14.812675676716339	7.931924069154056
15	0.009820601344108582	0.6199964268133045	0.07412878226023167	14.53669540614426	7.618191898143722
16	0.004018921749666333	0.585647176578641	0.01954873299691826	6.2972195589645255	3.482262703739214
16	0.004018921749666333	0.585647176578641	0.01954873299691826	6.0218558282208585	3.284125766871165
16	0.004018921749666333	0.585647176578641	0.01954873299691826	5.819792641246443	3.119928207282378
16	0.004018921749666333	0.585647176578641	0.01954873299691826	6.073886133856149	3.3560143005420366
16	0.004018921749666333	0.585647176578641	0.01954873299691826	6.037418219382484	3.217660787389524
17	0.002894760894123465	0.1908241979777813	0.2814019135432318	3.409505170858996	0.16500700320420575
17	0.002894760894123465	0.1908241979777813	0.2814019135432318	3.527630872997624	0.1322143021384226
17	0.002894760894123465	0.1908241979777813	0.2814019135432318	3.3920317811986704	0.11841552389319683
17	0.002894760894123465	0.1908241979777813	0.2814019135432318	3.3980304044363705	0.16827612582464863
17	0.002894760894123465	0.1908241979777813	0.2814019135432318	3.3184906529499827	0.09020766957122567
18	9.987706318497658e-4	0.6021624771878124	0.17239953142125158	2.534614944501659	0.03432887058015791
18	9.987706318497658e-4	0.6021624771878124	0.17239953142125158	2.566567336345285	0.034605402287801595
